000000	Xerox 
00046C	Cyber Technology
00046D	Cisco Systems
00046E	Cisco Systems
00046F	Digitel S/A Industria Eletronica
000470	ipUnplugged AB
000471	IPrad
000472	Telelynx
000473	Photonex 
000474	Legrand
000475	3Com 
000476	3Com 
000477	Scalant Systems
000478	G. Star Technology 
000479	Radius
00047A	Axxessit ASA
00047B	Schlumberger
00047C	Skidata AG
00047D	Pelco
00047E	Siqura B.V.
00047F	Chr. Mayr & KG
000480	Brocade Communications Systems
000481	Econolite Control Products
000482	Medialogic.
000483	Deltron Technology
000484	Amann
000485	PicoLight
000486	ITTCUniversity Of Kansas
000487	Cogency Semiconductor
000488	Eurotherm Controls
000489	YAFO Networks
00048A	Temia Vertriebs
00048B	Poscon 
00048C	Nayna Networks
00048D	 Teo TechnologiesInc
00048E	Ohm Tech Labs
00048F	TD Systems 
000490	Optical Access
000491	Technovision
000492	Hive Internet
000493	Tsinghua Unisplendour
000494	Breezecom
000495	Tejas Networks India Limited
000496	Extreme Networks
000497	MacroSystem Digital Video AG
000498	Mahi Networks
000499	Chino 
00049A	Cisco Systems
00049B	Cisco Systems
00049C	Surgient Networks
00049D	Ipanema Technologies
00049E	Wirelink
00049F	Freescale Semiconductor
0004A0	Verity Instruments
0004A1	Pathway Connectivity
0004A2	L.S.I. Japan
0004A3	Microchip Technology
0004A4	NetEnabled
0004A5	Barco Projection Systems NV
0004A6	SAF Tehnika
0004A7	FabiaTech 
0004A8	Broadmax Technologies
0004A9	SandStream Technologies
0004AA	Jetstream Communications
0004AB	Comverse Network Systems
0004AC	IBM
0004AD	Malibu Networks
0004AE	Sullair 
0004AF	Digital Fountain
0004B0	ELESIGN
0004B1	Signal Technology
0004B2	Essegi SRL
0004B3	Videotek
0004B4	Ciac
0004B5	Equitrac 
0004B6	Stratex Networks
0004B7	AMB i.t. Holding
0004B8	Kumahira
0004B9	S.I. Soubou
0004BA	KDD Media Will 
0004BB	Bardac 
0004BC	Giantec
0004BD	ARRIS Group
0004BE	OptXCon
0004BF	VersaLogic.
0004C0	Cisco Systems
0004C1	Cisco Systems
0004C2	Magnipix
0004C3	CASTOR Informatique
0004C4	Allen & Heath Limited
0004C5	ASE TechnologiesUSA
0004C6	Yamaha Motor
0004C7	NetMount
0004C8	LIBA Maschinenfabrik
0004C9	Micro Electron
0004CA	FreeMs.
0004CB	Tdsoft Communication
0004CC	Peek Traffic B.V.
0004CD	Extenway Solutions Inc
0004CE	Patria Ailon
0004CF	Seagate Technology
0004D0	Softlink s.r.o.
0004D1	Drew Technologies
0004D2	Adcon Telemetry
0004D3	Toyokeiki
0004D4	Proview Electronics
0004D5	Hitachi Information & Communication Engineering
0004D6	Takagi Industrial
0004D7	Omitec Instrumentation
0004D8	IPWireless
0004D9	Titan Electronics
0004DA	Relax Technology
0004DB	Tellus Group.
0004DC	Nortel Networks
0004DD	Cisco Systems
0004DE	Cisco Systems
0004DF	Teracom Telematicaa.
0004E0	Procket Networks
0004E1	Infinior Microsystems
0004E2	SMC Networks
0004E3	Accton Technology
0004E4	Daeryung Ind.
0004E5	Glonet Systems
0004E6	Banyan Network Private Limited
0004E7	Lightpointe CommunicationsInc
0004E8	IER
0004E9	Infiniswitch 
0004EA	Hewlett-Packard Company
0004EB	Paxonet Communications
0004EC	Memobox SA
0004ED	Billion Electric
0004EE	Lincoln Electric Company
0004EF	Polestar.
0004F0	International Computers
0004F1	WhereNet
0004F2	Polycom
0004F3	FS FORTH-SysTEME
0004F4	Infinite Electronics
0004F5	SnowShore Networks
0004F6	Amphus
0004F7	Omega Band
0004F8	QUALICABLE TV Industria E Com.a
0004F9	Xtera Communications
0004FA	NBS Technologies
0004FB	Commtech
0004FC	Stratus Technologies
0004FD	Japan Control Engineering
0004FE	Pelago Networks
0004FF	Acronet
000500	Cisco Systems
000501	Cisco Systems
000502	Apple
000503	Iconag
000504	Naray Information & Communication Enterprise
000505	Systems Integration Solutions
000506	Reddo Networks AB
000507	Fine Appliance.
000508	Inetcam
000509	AVOC Nishimura
00050A	ICS Spa
00050B	SICOM Systems
00050C	Network Photonics
00050D	Midstream Technologies
00050E	3ware
00050F	Tanaka S/S
000510	Infinite Shanghai Communication Terminals
000511	Complementary Technologies
000512	Zebra Technologies Inc
000513	VTLinx Multimedia Systems
000514	KDT Systems
000515	Nuark
000516	SMART Modular Technologies
000517	Shellcomm
000518	Jupiters Technology
000519	Siemens Building Technologies AG
00051A	3Com Europe
00051B	Magic Control Technology 
00051C	Xnet Technology.
00051D	Airocon
00051E	Brocade Communications Systems
00051F	Taijin Media
000520	Smartronix
000521	Control Microsystems
000522	LEA*D
000523	AVL List
000524	BTL System (HK) Limited
000525	Puretek Industrial
000526	IPAS
000527	SJ Tek
000528	New Focus
000529	Shanghai Broadan Communication Technology
00052A	Ikegami Tsushinki
00052B	HORIBA
00052C	Supreme Magic 
00052D	Zoltrix International Limited
00052E	Cinta Networks
00052F	Leviton Network Solutions
000530	Andiamo Systems
000531	Cisco Systems
000532	Cisco Systems
000533	Brocade Communications Systems
000534	Northstar Engineering
000535	Chip PC
000536	Danam Communications
000537	Nets Technology
000538	Merilus
000539	A Brand New World in Sweden AB
00053A	Willowglen Services Pte
00053B	Harbour NetworksBeijing
00053C	Xircom
00053D	Agere Systems
00053E	KID Systeme
00053F	VisionTek
000540	FAST 
000541	Advanced Systems
000542	Otari
000543	IQ Wireless
000544	Valley Technologies
000545	Internet Photonics
000546	KDDI Network & Solultions
000547	Starent Networks
000548	Disco 
000549	Salira Optical Network Systems
00054A	Ario Data Networks
00054B	Eaton Automation AG
00054C	RF Innovations Pty
00054D	Brans Technologies
00054E	Philips
00054F	Garmin International
000550	Vcomms Connect Limited
000551	F & S Elektronik Systeme
000552	Xycotec Computer
000553	DVC Company
000554	Rangestar Wireless
000555	Japan Cash Machine
000556	360 Systems
000557	Agile TV 
000558	Synchronous
000559	Intracom S.A.
00055A	Power Dsine
00055B	Charles Industries
00055C	Kowa Company
00055D	D-Link Systems
00055E	Cisco Systems
00055F	Cisco Systems
000560	Leader Comm.Co.
000561	nac Image Technology
000562	Digital View Limited
000563	J-Works
000564	Tsinghua Bitway
000565	Tailyn Communication Company
000566	Secui.com 
000567	Etymonic Design
000568	Piltofish Networks AB
000569	VMware
00056A	Heuft Systemtechnik
00056B	C.P. Technology
00056C	Hung Chang
00056D	Pacific 
00056E	National Enhance Technology
00056F	Innomedia Technologies Pvt.
000570	Baydel
000571	Seiwa Electronics
000572	Deonet
000573	Cisco Systems
000574	Cisco Systems
000575	CDS-Electronics BV
000576	NSM Technology
000577	SM Information & Communication
000578	Private
000579	Universal Control Solution.
00057A	Overture Networks
00057B	Chung Nam Electronic
00057C	RCO Security AB
00057D	Sun Communications
00057E	Eckelmann Steuerungstechnik
00057F	Acqis Technology
000580	FibroLAN
000581	Snell
000582	ClearCube Technology
000583	ImageCom Limited
000584	AbsoluteValue Systems
000585	Juniper Networks
000586	Lucent Technologies
000587	LocusIncorporated
000588	Sensoria.
000589	National Datacomputer
00058A	Netcom
00058B	IPmental
00058C	Opentech
00058D	Lynx Photonic Networks
00058E	Flextronics International & Nfg. KG
00058F	CLCsoft
000590	Swissvoice
000591	Active Silicon
000592	Pultek.
000593	Grammar Engine
000594	HMS Industrial Networks
000595	Alesis 
000596	Genotech
000597	Eagle Traffic Control Systems
000598	CRONOS S.r.l.
000599	DRS Test and Energy Management or DRS-TEM
00059A	Cisco Systems
00059B	Cisco Systems
00059C	KleinknechtIng. B?ro
00059D	Daniel Computing Systems
00059E	Zinwell 
00059F	Yotta Networks
0005A0	MOBILINE Kft.
0005A1	Zenocom
0005A2	CELOX Networks
0005A3	QEI
0005A4	Lucid Voice
0005A5	Kott
0005A6	Extron Electronics
0005A7	HYPERCHIP
0005A8	Wyle Electronics
0005A9	Princeton Networks
0005AA	Moore Industries International
0005AB	Cyber Fone
0005AC	Northern Digital
0005AD	Topspin Communications
0005AE	Mediaport USA
0005AF	InnoScan Computing A/S
0005B0	Korea Computer Technology
0005B1	ASB Technology BV
0005B2	Medison
0005B3	Asahi-Engineering
0005B4	Aceex 
0005B5	Broadcom Technologies
0005B6	INSYS Microelectronics
0005B7	Arbor Technology.
0005B8	Electronic Design Associates
0005B9	Airvana
0005BA	Area Netwoeks
0005BB	Myspace AB
0005BC	Resource Data Management
0005BD	Roax BV
0005BE	Kongsberg Seatex AS
0005BF	JustEzy Technology
0005C0	Digital Network Alacarte
0005C1	A-Kyung Motion
0005C2	Soronti
0005C3	Pacific Instruments
0005C4	Telect
0005C5	Flaga HF
0005C6	Triz Communications
0005C7	I/F-CoM A/S
0005C8	Verytech
0005C9	LG Innotek
0005CA	Hitron Technology
0005CB	ROIS Technologies
0005CC	Sumtel Communications
0005CD	D&M Holdings
0005CE	Prolink Microsystems 
0005CF	Thunder River Technologies
0005D0	Solinet Systems
0005D1	Metavector Technologies
0005D2	DAP Technologies
0005D3	eProduction Solutions
0005D4	FutureSmart Networks
0005D5	Speedcom Wireless
0005D6	L-3 Linkabit
0005D7	Vista Imaging
0005D8	Arescom
0005D9	Techno Valley
0005DA	Apex Automationstechnik
0005DB	PSI Nentec
0005DC	Cisco Systems
0005DD	Cisco Systems
0005DE	Gi Fone Korea
0005DF	Electronic Innovation
0005E0	Empirix.
0005E1	Trellis Photonics
0005E2	Creativ Network Technologies
0005E3	LightSand Communications
0005E4	Red Lion Controls
0005E5	Renishaw PLC
0005E6	Egenera
0005E7	Netrake an AudioCodes Company
0005E8	TurboWave
0005E9	Unicess Network
0005EA	Rednix
0005EB	Blue Ridge Networks
0005EC	Mosaic Systems
0005ED	Technikum Joanneum
0005EE	Vanderbilt International (SWE) AB 
0005EF	ADOIR Digital Technology
0005F0	Satec
0005F1	Vrcom
0005F2	Power R
0005F3	Webyn
0005F4	System Base
0005F5	Geospace Technologies
0005F6	Young Chang
0005F7	Analog Devices
0005F8	Real Time Access
0005F9	TOA 
0005FA	IPOptical
0005FB	ShareGate
0005FC	Schenck Pegasus.
0005FD	PacketLight Networks
0005FE	Traficon N.V.
0005FF	SNS Solutions
000600	Toshiba Teli 
000601	Otanikeiki
000602	Cirkitech Electronics
000603	Baker Hughes
000604	@Track Communications
000605	Inncom International
000606	RapidWAN
000607	Omni Directional Control Technology
000608	At-Sky SAS
000609	Crossport Systems
00060A	Blue2space
00060B	Artesyn Embedded Technologies
00060C	Melco Industries
00060D	Wave7 Optics
00060E	IGYS Systems
00060F	Narad Networks Inc
000610	Abeona Networks Inc
000611	Zeus Wireless
000612	Accusys
000613	Kawasaki Microelectronics Incorporated
000614	Prism Holdings
000615	Kimoto Electric
000616	Tel Net
000617	Redswitch
000618	DigiPower Manufacturing
000619	Connection Technology Systems
00061A	Zetari
00061B	Notebook Development Lab.  Lenovo Japan
00061C	Hoshino Metal Industries
00061D	MIP Telecom
00061E	Maxan Systems
00061F	Vision Components
000620	Serial System
000621	Hinox
000622	Chung Fu Chen Yeh Enterprise.
000623	MGE UPS Systems France
000624	Gentner Communications.
000625	The Linksys Group
000626	MWE
000627	Uniwide Technologies
000628	Cisco Systems
000629	IBM
00062A	Cisco Systems
00062B	Intraserver Technology
00062C	Bivio Networks
00062D	TouchStar TechnologiesL.L.C.
00062E	Aristos Logic.
00062F	Pivotech Systems
000630	Adtranz Sweden
000631	Calix
000632	Mesco Engineering
000633	Cross Match Technologies
000634	GTE Airfone
000635	PacketAir Networks
000636	Jedai Broadband Networks
000637	Toptrend-Meta Information (ShenZhen)
000638	Sungjin C&C
000639	Newtec
00063A	Dura Micro
00063B	Arcturus Networks
00063C	Intrinsyc Software International
00063D	Microwave Data Systems
00063E	Opthos
00063F	Everex Communications
000640	White Rock Networks
000641	Itcn
000642	Genetel Systems
000643	SONO Computer
000644	neixInc
000645	Meisei Electric
000646	ShenZhen XunBao Network Technology Co
000647	Etrali S.A.
000648	Seedsware
000649	3M Deutschland
00064A	Honeywell (KOREA)
00064B	Alexon
00064C	Invicta Networks
00064D	Sencore
00064E	Broad Net Technology
00064F	PRO-NETS Technology 
000650	Tiburon Networks
000651	Aspen Networks
000652	Cisco Systems
000653	Cisco Systems
000654	Winpresa Building Automation Technologies
000655	Yipee
000656	Tactel AB
000657	Market Central
000658	Helmut Fischer Institut f?r Elektronik und Messtechnik
000659	EAL (Apeldoorn) B.V.
00065A	Strix Systems
00065B	Dell
00065C	Malachite Technologies
00065D	Heidelberg Web Systems
00065E	Photuris
00065F	ECI Telecom
000660	NADEX
000661	NIA Home Technologies.
000662	MBM Technology
000663	Human Technology
000664	Fostex 
000665	Sunny Giken
000666	Roving Networks
000667	Tripp Lite
000668	Vicon Industries
000669	Datasound Laboratories
00066A	InfiniCon Systems
00066B	Sysmex 
00066C	Robinson 
00066D	Compuprint S.P.A.
00066E	Delta Electronics
00066F	Korea Data Systems
000670	Upponetti Oy
000671	Softing AG
000672	Netezza
000673	TKH Security Solutions USA
000674	Spectrum Control
000675	Banderacom
000676	Novra Technologies
000677	Sick AG
000678	D&M Holdings
000679	Konami 
00067A	JMP Systems
00067B	Toplink C&C 
00067C	Cisco Systems
00067D	Takasago
00067E	WinCom Systems
00067F	Digeo
000680	Card Access
000681	Goepel Electronic
000682	Convedia
000683	Bravara Communications
000684	Biacore AB
000685	NetNearU 
000686	ZARDCOM
000687	Omnitron Systems Technology
000688	Telways Communication
000689	yLez Technologies Pte
00068A	NeuronNet R&D Center
00068B	AirRunner Technologies
00068C	3Com 
00068D	SEPATON
00068E	HID 
00068F	Telemonitor
000690	Euracom Communication
000691	PT Inovacao
000692	Intruvert Networks
000693	Flexus Computer Technology
000694	Mobillian 
000695	Ensure Technologies
000696	Advent Networks
000697	R & D Center
000698	egnite
000699	Vida Design
00069A	e & Tel
00069B	AVT Audio Video Technologies
00069C	Transmode Systems AB
00069D	Petards
00069E	UNIQA
00069F	Kuokoa Networks
0006A0	Mx Imaging
0006A1	Celsian Technologies
0006A2	Microtune
0006A3	Bitran 
0006A4	INNOWELL.
0006A5	PINON.
0006A6	Artistic Licence Engineering
0006A7	Primarion
0006A8	KC Technology
0006A9	Universal Instruments.
0006AA	VT Miltope
0006AB	W-Link Systems
0006AC	Intersoft
0006AD	KB Electronics
0006AE	Himachal Futuristic Communications
0006AF	Xalted Networks
0006B0	Comtech EF Data.
0006B1	Sonicwall
0006B2	Linxtek
0006B3	Diagraph 
0006B4	Vorne Industries
0006B5	Source Photonics
0006B6	Nir-Or Israel
0006B7	TELEM
0006B8	Bandspeed Pty
0006B9	A5TEK.
0006BA	Westwave Communications
0006BB	ATI Technologies
0006BC	Macrolink
0006BD	BNTECHNOLOGY
0006BE	Baumer Optronic
0006BF	Accella Technologies
0006C0	United Internetworks
0006C1	Cisco Systems
0006C2	Smartmatic 
0006C3	Schindler Elevator
0006C4	Piolink
0006C5	INNOVI Technologies Limited
0006C6	lesswire AG
0006C7	RFNET Technologies Pte (S)
0006C8	Sumitomo Metal Micro Devices
0006C9	Technical Marketing Research
0006CA	American Computer & Digital Components(ACDC)
0006CB	Jotron Electronics A/S
0006CC	JMI Electronics
0006CD	Leaf Imaging
0006CE	Dateno
0006CF	Thales Avionics In-Flight SystemsLLC
0006D0	Elgar Electronics.
0006D1	Tahoe Networks
0006D2	Tundra Semiconductor.
0006D3	Alpha TelecomU.S.A.
0006D4	Interactive Objects
0006D5	Diamond Systems.
0006D6	Cisco Systems
0006D7	Cisco Systems
0006D8	Maple Optical Systems
0006D9	IPM-Net S.p.A.
0006DA	ITRAN Communications
0006DB	ICHIPS
0006DC	Syabas Technology (Amquest)
0006DD	AT & T Laboratories - Cambridge
0006DE	Flash Technology
0006DF	AIDONIC 
0006E0	MAT
0006E1	Techno Trade s.a
0006E2	Ceemax Technology
0006E3	Quantitative Imaging 
0006E4	Citel Technologies
0006E5	Fujian Newland Computer
0006E6	DongYang Telecom
0006E7	Bit Blitz Communications
0006E8	Optical Network Testing
0006E9	Intime.
0006EA	ELZET80 Mikrocomputer&Co. KG
0006EB	Global Data
0006EC	Harris 
0006ED	Inara Networks
0006EE	Shenyang Neu-era Information & Technology Stock
0006EF	Maxxan Systems
0006F0	Digeo
0006F1	Optillion
0006F2	Platys Communications
0006F3	AcceLight Networks
0006F4	Prime Electronics & Satellitics
0006F5	Alps Electric
0006F6	Cisco Systems
0006F7	Alps Electric
0006F8	The Boeing Company
0006F9	Mitsui Zosen Systems Research
0006FA	IP SQUARE Co
0006FB	Hitachi Printing Solutions
0006FC	Fnet
0006FD	Comjet Information Systems.
0006FE	AmbradoInc
0006FF	Sheba Systems
000700	Zettamedia Korea
000701	Racal-Datacom
000702	Varian Medical Systems
000703	CSEE Transport
000704	Alps Electric
000705	Endress & Hauser & Co
000706	Sanritz 
000707	Interalia
000708	Bitrage
000709	Westerstrand Urfabrik AB
00070A	Unicom Automation
00070B	Novabase SGPSSA
00070C	SVA-Intrusion.com
00070D	Cisco Systems
00070E	Cisco Systems
00070F	Fujant
000710	Adax
000711	Acterna
000712	JAL Information Technology
000713	IP One
000714	Brightcom
000715	General Research Of Electronics
000716	J & S Marine
000717	Wieland Electric
000718	iCanTek
000719	Mobiis
00071A	Finedigital
00071B	CDVI Americas
00071C	AT&T
00071D	Satelsa Sistemas Y Aplicaciones de TelecomunicacionesS.A.
00071E	Tri-M Engineering / Nupak Dev..
00071F	European Systems Integration
000720	Trutzschler & KG
000721	Formac Elektronik
000722	The Nielsen Company
000723	ELCON Systemtechnik
000724	Telemax
000725	Bematech International.
000726	Shenzhen Gongjin ElectronicsLT
000727	Zi  (HK)
000728	Neo Telecom
000729	Kistler Instrumente AG
00072A	Innovance Networks
00072B	Jung Myung Telecom
00072C	Fabricom
00072D	CNSystems
00072E	North Node AB
00072F	Intransa
000730	Hutchison OPTEL Telecom Technology
000731	Ophir-Spiricon LLC
000732	AAEON Technology
000733	DANCONTROL Engineering
000734	ONStor
000735	Flarion Technologies
000736	Data Video Technologies
000737	Soriya
000738	Young Technology
000739	Scotty Group Austria
00073A	Inventel Systemes
00073B	Tenovis & Co KG
00073C	Telecom Design
00073D	Nanjing Postel Telecommunications
00073E	China Great-Wall Computer Shenzhen
00073F	Woojyun Systec
000740	Buffalo.Inc
000741	Sierra Automated Systems
000742	Ormazabal
000743	Chelsio Communications
000744	Unico
000745	Radlan Computer Communications
000746	TURCK
000747	Mecalc
000748	The Imaging Source Europe
000749	CENiX
00074A	Carl Valentin
00074B	Daihen 
00074C	Beicom
00074D	Zebra Technologies.
00074E	IPFRONT Inc
00074F	Cisco Systems
000750	Cisco Systems
000751	m-u-t AG
000752	Rhythm Watch
000753	Beijing Qxcomm Technology
000754	Xyterra Computing
000755	Lafon
000756	Juyoung Telecom
000757	Topcall International AG
000758	Dragonwave
000759	Boris Manufacturing.
00075A	Air Products and Chemicals
00075B	Gibson Guitars
00075C	Eastman Kodak Company
00075D	Celleritas
00075E	Ametek Power Instruments
00075F	VCS Video Communication Systems AG
000760	TOMIS Information & Telecom.
000761	29530
000762	Group Sense Limited
000763	Sunniwell Cyber Tech.
000764	YoungWoo Telecom
000765	Jade Quantum Technologies
000766	Chou Chin Industrial
000767	Yuxing Electronics Company Limited
000768	Danfoss A/S
000769	Italiana Macchi SpA
00076A	NEXTEYE
00076B	Stralfors AB
00076C	Daehanet
00076D	Flexlight Networks
00076E	Sinetica  Limited
00076F	Synoptics Limited
000770	Ubiquoss Inc
000771	Embedded System 
000772	Alcatel-Lucent Shanghai Bell
000773	Ascom Powerline Communications
000774	GuangZhou Thinker Technology
000775	Valence Semiconductor
000776	Federal APD
000777	Motah
000778	GERSTEL & KG
000779	Sungil Telecom
00077A	Infoware System
00077B	Millimetrix Broadband Networks
00077C	Westermo Teleindustri AB
00077D	Cisco Systems
00077E	Elrest
00077F	J Communications
000780	Bluegiga Technologies Oy
000781	Itron
000782	Oracle  
000783	SynCom Network
